Continuous_Feature_1,Continuous_Feature_2,Binary_Feature_1,ClusterTruth
0.4411343739661989,0.218872753914186,0,0
0.5385648738258377,0.2999002899579206,0,0
0.3203158046793749,0.4105861669152472,0,0
0.4804759680746712,0.2700223355423211,0,0
0.39494259131329074,0.12184998160133284,0,0
0.5099144958206002,0.42025266458928284,0,0
0.4899766290361331,0.1422774574267358,0,0
0.35949098443460126,0.32893862262143664,0,0
0.43444673883178764,0.35541264260545746,0,0
0.5272587552231145,0.18603734687411633,1,0
0.3728122864603234,0.2682284088817587,0,0
0.4129560563160159,0.3797993023676331,0,0
0.5269540149437659,0.2854486286089644,1,0
0.4618230162885086,0.1611179564864616,0,0
0.37479255478384715,0.4264357168359375,0,0
0.35302824671048405,0.35987265379857847,1,0
0.49952986634539087,0.42523358123469407,0,0
0.4808944539204655,0.31747994944393154,1,0
0.40599205723089676,0.2989645815463537,0,0
0.4786603101025058,0.549315201031766,1,0
0.4010749448497264,0.2764871645247992,1,0
0.3970148684426172,0.1373213984655664,0,0
0.4184668561375736,0.24597827283502027,0,0
0.37948671890403357,0.3304304212526261,0,0
0.4699172823143349,0.34860225562338787,0,0
0.4785928154255607,0.19536365381621726,0,0
0.2512535095019265,0.31943324548405094,0,0
0.3377841050439959,0.31540169203100465,0,0
0.42923369647689436,0.32546703411239186,0,0
0.4506925470559475,0.47133403400573604,0,0
0.2946071420776757,0.3222537098989874,0,0
0.4245661108888844,0.3095086732789549,0,0
0.4981334019276399,0.10729543190655977,0,0
0.5991651841902326,0.22333264453792528,1,0
0.4148272886603699,0.39375541342986065,1,0
0.31374323615752353,0.3713693482778387,1,0
0.46472930752966485,0.37703809907144586,0,0
0.2994703994759982,0.5139716610634038,0,0
0.4163556489129201,0.2224075533969803,0,0
0.4574064726337753,0.33238834102741094,0,0
0.44042054121896934,0.0,0,0
0.5272534262722811,0.342823743027621,0,0
0.41002770060047283,0.28906581031607925,0,0
0.47112896624110634,0.4196044821203974,1,0
0.42080246427392204,0.4571573567246563,0,0
0.4014441562762627,0.29184547952235074,0,0
0.28917302790985133,0.2748015015686997,1,0
0.4761182262209239,0.32118338067416063,0,0
0.3584076276193008,0.37747908222307547,1,0
0.28500342906604986,0.2815208853794111,0,0
0.4228670329222245,0.3810073286073867,0,0
0.4443936323218837,0.3550624286110123,0,0
0.44243709525824904,0.45452772961854004,1,0
0.31418209960984034,0.28556741457824114,0,0
0.5174694204359738,0.21055780113522343,1,0
0.48208621729525275,0.17092549162350149,1,0
0.34766400218060883,0.3978554065130838,0,0
0.37268188798394886,0.31193706735295385,1,0
0.46234012554026044,0.16098218264695582,1,0
0.39812265710007133,0.36516855010645116,1,0
0.3681716359030495,0.2717582369425028,0,0
0.32413739951533455,0.36898903790657606,1,0
0.2207414024168067,0.3650639717714951,0,0
0.34476939117501293,0.3011582079666126,0,0
0.46370308607547395,0.3913484589057106,1,0
0.41763206878471526,0.3426942276776112,0,0
0.47607092414637386,0.5034264216474552,0,0
0.4581821809555242,0.239993666505861,0,0
0.18199784641022967,0.5068132218293536,1,0
0.21746395018537126,0.4404040793921195,0,0
0.4741763998653097,0.29370471695504025,0,0
0.46456044857189865,0.2502966580568036,0,0
0.5126284729976456,0.280371899969603,1,0
0.46439275605496866,0.4195369744240752,1,0
0.3810137888463484,0.546991187376923,1,0
0.44363864969810485,0.4022310388143391,0,0
0.34530689263058956,0.3235128786193327,1,0
0.5309723380985977,0.2544953027797129,0,0
0.17811038345642652,0.297976775832686,0,0
0.3034774981943036,0.3595737813901655,0,0
0.44775784163880555,0.26012301280368305,1,0
0.36089714285113716,0.24422159429702783,0,0
0.3062192800236362,0.3495909166040702,1,0
0.4570817671494436,0.3459477617566622,0,0
0.489890903999382,0.41990132663220014,0,0
0.3859923967247965,0.27794872097445944,1,0
0.29826443736865127,0.2144357915148721,1,0
0.40750938643910706,0.30816914729532663,0,0
0.608600222661276,0.34002322404770835,0,0
0.2504975512717128,0.4600171609564019,0,0
0.17565404639238666,0.20443000137318756,0,0
0.43020105926620356,0.32738227956905785,0,0
0.5223163294618227,0.1950171044936894,0,0
0.27217837358677077,0.2741423796683343,0,0
0.3513391908223815,0.19721011861432908,0,0
0.41457505462324035,0.274048002564612,0,0
0.2440427384431411,0.2460314258586048,0,0
0.5052841404706423,0.2889316914084864,1,0
0.3770195077348239,0.41077016941791256,0,0
0.42258034674316275,0.2317361385594754,1,0
0.3609622621869384,0.27154730724043225,1,0
0.4092643729842398,0.27602503312170307,0,0
0.5005489597004631,0.2557264040633786,0,0
0.34017763339203144,0.3353741246128495,1,0
0.5870182767006226,0.40143488310510256,0,0
0.4453555381892568,0.2783349491406592,0,0
0.49916154763808207,0.5231915756198149,0,0
0.5413238314802565,0.42241685535366413,1,0
0.46928589819606714,0.26642467628446165,0,0
0.43797523726068455,0.3923025507521327,0,0
0.365311975178658,0.5062861422148173,1,0
0.4350295965833443,0.4109184617600668,0,0
0.41629490488335885,0.1369855724595802,1,0
0.35403714224224603,0.32070736550354256,0,0
0.5075174403582448,0.3515398633578979,0,0
0.40563314119843036,0.3563252034938017,0,0
0.37742875939876275,0.26043310518210994,0,0
0.26689477723582894,0.35175605691836165,1,0
0.45224684015644906,0.5837146292393336,0,0
0.43382563289216103,0.39041288011001396,1,0
0.3654003978633502,0.3749139798011846,0,0
0.4808283262265886,0.2317279352953971,1,0
0.25225887863890384,0.43519537009807463,0,0
0.5131485962306879,0.36484817935039615,0,0
0.30405241483295564,0.35596505210456875,0,0
0.5822587727119501,0.17078170688982014,0,0
0.25073545308165246,0.34043907529044337,0,0
0.3937327550054932,0.21167534926318005,1,0
0.3083300535146522,0.379843799466461,1,0
0.34226400539495216,0.25600764723272046,0,0
0.5483653444819999,0.34769691510660833,0,0
0.42507737743382645,0.4086818704732866,0,0
0.42366421372618934,0.42805672700201375,0,0
0.4301618133507592,0.5034398312772621,0,0
0.3441178008365436,0.36450712266354046,0,0
0.3957393736293991,0.2678353988110173,1,0
0.3610510975562304,0.26207582907222265,0,0
0.4113308503676927,0.41947467251669734,1,0
0.3957339992865628,0.37983048987331713,0,0
0.42920825229196813,0.3033190060292764,1,0
0.3436383019010678,0.294200498666376,0,0
0.1503506714798467,0.47090701382345734,0,0
0.3997456582090321,0.30250284383859216,0,0
0.26507568189946895,0.49368872784657847,0,0
0.35742014881911777,0.3190787263511713,0,0
0.43250073506924425,0.4046462551457971,0,0
0.32404558877278555,0.4262728122330539,0,0
0.3965828936414691,0.4526550917543138,0,0
0.3882291804288047,0.29516238227307534,0,0
0.23591137327634104,0.2992871887681266,1,0
0.4467709020381424,0.3943450704377647,0,0
0.3713021701789921,0.5720859412609043,0,0
0.216775870186132,0.32003135440083647,1,0
0.5384104869892925,0.38342662647360015,1,0
0.41061225537869445,0.16714400551369882,0,0
0.4226010714384173,0.27868890002128677,0,0
0.41074457406025183,0.41941056626910034,0,0
0.39078241355666243,0.30221577581187165,0,0
0.48704934493233754,0.32309307608289844,0,0
0.31925718266196695,0.23438980221660616,0,0
0.49430136486754206,0.4168957735934872,0,0
0.4657035950632263,0.34104699836213714,0,0
0.3115536363995186,0.2971918603558734,0,0
0.5868176155551936,0.34312750357440636,0,0
0.47034688402888697,0.289719830707751,0,0
0.4117652640762996,0.3540658147047594,0,0
0.4002349857435877,0.32533144239803935,1,0
0.3760399926000223,0.35337213712304805,1,0
0.5335265040304807,0.32667112729464837,1,0
0.4066693587810654,0.3688210997433271,1,0
0.4201637420914153,0.3809265752197356,0,0
0.4526533742155941,0.31266376391014383,1,0
0.28476221354940007,0.3242725974101543,0,0
0.30767656504112983,0.3670372482513797,0,0
